Response ID,Select which type of data to enter:,Outreach team member:,Date of contact:,Stakeholder's name and title:,How did they hear about the program?,Other (please specify):How did they hear about the program?,Is this stakeholder a new contact?,Who initiated the contact?,Method of interaction:,Stakeholder type:,Other (please specify)::Stakeholder type:,Was a feedback form distributed?:Complete the following:,Did the stakeholder request information?:Complete the following:,Was the stakeholder given program materials during the interaction?:Complete the following:,Date range of submission(s):,Facebook posts:Number of social media postings submitted:,Tweets:Number of social media postings submitted:,Full-length videos:Number of social media postings submitted:,Digital shorts:Number of social media postings submitted:,Livestreaming:Number of social media postings submitted:,Name of video (if applicable):,Outreach team member:,Name of event or distribution:,Date of event or distribution:,Event or distribution type:,Other (please specify):Event or distribution type:,Workforce:Number of participants:,Business:Number of participants:,CAC/CDCAB members:Number of participants:,Civic/church group members:Number of participants:,CSEPP Immediate Reaction Zone residents:Number of participants:,Elected officials:Number of participants:,Emergency management:Number of participants:,Local schools:Number of participants:,Media:Number of participants:,Oversight/regulatory agency members:Number of participants:,CSEPP Protective Action Zone residents:Number of participants:,Other:Number of participants:,Number:Information packets distributed:Complete the following:,Number:Feedback forms distributed:Complete the following:,Number:Feedback forms collected:Complete the following:
445,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,"Program Executive Office, Assembled Chemical Weapons Alternatives (PEO ACWA) Weekly News Distribution",4/24/17,Digital communications distribution,,301,,,,,,2,,,7,,,0,0,0
446,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clipping,4/25/17,Digital communications distribution,,35,,30,,,6,6,,,10,,,0,0,0
447,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clipping,4/26/17,Digital communications distribution,,35,,30,,,6,6,,,12,,,0,0,0
448,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clipping,4/27/17,Digital communications distribution,,35,,30,,,6,6,,,12,,,0,0,0
449,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clipping,4/3/17,Digital communications distribution,,35,,30,,,6,6,,,12,,,0,0,0
450,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clipping,4/14/17,Digital communications distribution,,35,,30,,,6,6,,,12,,,0,0,0
451,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clipping,4/18/17,Digital communications distribution,,35,,30,,,6,6,,,12,,,0,0,0
452,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clipping,4/20/17,Digital communications distribution,,35,,30,,,6,6,,,12,,,0,0,0
453,Social media submission,,,,,,,,,,,,,,05/01/2017 - 05/15/2017,13,13,,,,,,,,,,,,,,,,,,,,,,,,
454,Social media submission,,,,,,,,,,,,,,5/1/17,26,,,,,Note: for Aberdeen Proving Ground Centennial Celebration digital communications campaign,,,,,,,,,,,,,,,,,,,,
455,Social media submission,,,,,,,,,,,,,,04/18/2017 - 04/29/2017,11,4,,,,Note: OPCW campaign,,,,,,,,,,,,,,,,,,,,
456,Social media submission,,,,,,,,,,,,,,04/01/2017 - 04/15/2017,19,8,,,,9 Instagram posts,,,,,,,,,,,,,,,,,,,,
457,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Kentucky Department for Environmental Protection (KDEP) Managers,5/2/17,Tour,,4,,,,,,,,,5,,,0,0,0
458,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Senate Armed Services Committee (SASC) Professional Staff Members,5/1/17,Tour,,4,,,,,,,,,2,,,0,0,0
459,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Bluegrass Amateur Radio Society,5/1/17,Briefing/presentation,,,,,17,,,,,,,,,17,17,10
460,Individual contact,Team Member 4,5/5/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,CAC/CDCAB member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Individual contact,Team Member 2,5/2/17,"Name LastName, Title ",Outreach event,,Don't know,The stakeholder,Digital communication,Local school,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Individual contact,Team Member 4,5/2/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Digital communication,Oversight/regulatory agency member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Individual contact,Team Member 4,5/1/17,"Name LastName, Title ",Friend/family/coworker/neighbor,,Yes,The stakeholder,Digital communication,Business,,N/A,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,PEO ACWA Weekly News Distribution,5/1/17,Digital communications distribution,,302,,,,,,2,,,7,,,0,0,0
465,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clipping I,5/1/17,Digital communications distribution,,35,,30,,,6,6,,,20,,,0,0,0
466,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,News clipping II,5/1/17,Digital communications distribution,,35,,30,,,6,6,,,20,,,0,0,0
467,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,News Clipping,5/2/17,Digital communications distribution,,35,,30,,,6,6,,,20,,,0,0,0
468,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,Madison County United Way Board,5/3/17,Networking event,,1,3,,2,,,,,,,,,0,0,0
469,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,Nicholasville Elementary School - I,5/12/17,Education Outreach Event,,,,,,,,,29,,,,,0,0,0
470,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,Nicholasville Elementary School - II,5/12/17,Education Outreach Event,,,,,,,,,28,,,,,0,0,0
471,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,Nicholasville Elementary School - III,5/12/17,Education Outreach Event,,,,,,,,,28,,,,,0,0,0
472,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,Nicholasville Elementary School - IV,5/12/17,Education Outreach Event,,,,,,,,,28,,,,,0,0,0
473,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Laurel County Emergency Management Agency/Chemical Stockpile Emergency Preparedness Program,5/11/17,Tour,,2,,,,,,10,,,,,,0,10,10
474,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,"National Academies of Sciences, Engineering and Medicine (NASEM) Standing Committee on Chemical Demilitarization",5/10/17,Briefing/presentation,,5,13,,,,,,,,,,,13,0,0
475,Individual contact,Team Member 4,5/12/17,"Name LastName, Title ",Friend/family/coworker/neighbor,,Yes,The stakeholder,Outreach office visitor/walk-in,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Individual contact,Team Member 2,5/11/17,"Name LastName, Title ",Outreach event,,Don't know,The stakeholder,Digital communication,Local school,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Individual contact,Team Member 4,5/10/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Telephone,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,Individual contact,Team Member 2,5/9/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Digital communication,Local school,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Blue Grass Team Begins Pilot-Test Plan,5/11/17,News Article,,,,,,,,,,,,,0,0,0,0
480,Social media submission,,,,,,,,,,,,,,5/11/17,1,2,,,,Note: for Blue Grass Team Begins Pilot-Test Plan news article,,,,,,,,,,,,,,,,,,,,
481,Social media submission,,,,,,,,,,,,,,05/16/2017 - 05/31/2017,9,8,,,,,,,,,,,,,,,,,,,,,,,,
482,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clipping,5/5/17,Digital communications distribution,,35,,30,,,6,6,,,20,,,0,0,0
483,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,PEO ACWA News,5/8/17,Digital communications distribution,,301,,,,,,2,,,7,,,0,0,0
484,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,Madison Southern High School senior recognition,5/12/17,Networking event,,1,10,,10,,,,300,,,,,0,0,0
485,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Joint Chambers of Commerce State-of-the-County Address,5/19/17,CAC/CDCAB (or subcommittee)/advisory board meeting,,,170,2,,,5,,,,,,,0,0,0
487,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,CAC/CDCAB Meeting Advertisements - The Richmond Register,5/19/17,Advertisement,,,,,,,,,,1,,,,0,0,0
488,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,CAC/CDCAB Meeting Advertisements - The Berea Citizen,5/19/17,Advertisement,,,,,,,,,,1,,,,0,0,0
489,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,CAC/CDCAB Meeting Advertisements - local cable,5/19/17,Advertisement,,,,,,,,,,1,,,,0,0,0
490,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,CAC/CDCAB Meeting Advertisements - Estill County Tribune,5/19/17,Advertisement,,,,,,,,,,1,,,,0,0,0
491,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,CAC/CDCAB Meeting Advertisements - Public Service Announcement,5/19/17,Advertisement,,,,,,,,,,1,,,,0,0,0
492,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,CAC/CDCAB Meeting Advertisements - Community Calendar,5/19/17,Advertisement,,,,,,,,,,1,,,,0,0,0
493,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Secondary Waste Working Group,5/18/17,CAC/CDCAB (or subcommittee)/advisory board meeting,,12,,3,,,,,,,,,,15,0,0
494,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,BGCAPP Talking Points дус May 2017,5/18/17,Digital communications distribution,,,,,,,1,,,,,,,0,0,0
495,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,CAC/CDCAB Meeting Reminder,5/16/17,Digital communications distribution,,30,,30,,,10,6,,,12,,,0,0,0
496,Individual contact,Team Member 1,5/16/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Digital communication,Elected official,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Individual contact,Team Member 1,5/16/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Digital communication,Elected official,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Individual contact,Team Member 3,5/17/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Digital communication,Oversight/regulatory agency member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Individual contact,Team Member 1,5/17/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,CAC/CDCAB member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Individual contact,Team Member 1,5/17/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Digital communication,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Individual contact,Team Member 1,5/16/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Digital communication,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,PEO ACWA Weekly News Distribution,5/15/17,Digital communications distribution,,301,,,,,,2,,,7,,,0,0,0
503,Social media submission,,,,,,,,,,,,,,5/18/17,1,,,,,Note: for Bike-to-Work,,,,,,,,,,,,,,,,,,,,
505,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clipping,5/16/17,Digital communications distribution,,35,,30,,,6,6,,,12,,,0,0,0
506,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,Madison Central High School Sr Recognition,5/16/17,Networking event,,1,25,,10,,,,10,,,,,0,0,0
507,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,BGCAPP Bulletin,5/25/17,Digital communications distribution,,906,,,,,,,,,,,6,0,0,0
508,Individual contact,Team Member 3,5/26/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Digital communication,Oversight/regulatory agency member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Individual contact,Team Member 1,5/25/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,CAC/CDCAB member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Portable Purifier Cleans Blue Grass Process Water and Blue Grass Conducts First Caustic Leak Drill,5/26/17,News Article,,,,,,,,,,,,,0,0,0,0
511,Social media submission,,,,,,,,,,,,,,5/26/17,1,2,,,,Note:  Portable Purifier Cleans Blue Grass Process Water and Blue Grass Conducts First Caustic Leak Drill article,,,,,,,,,,,,,,,,,,,,
512,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,"Program Executive Office, Assembled Chemical Weapons Alternatives (PEO ACWA) Weekly News Distribution",5/22/17,Digital communications distribution,,312,,,,,,2,,,7,,,0,0,0
513,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Portable Purifier Cleans Blue Grass Process Water article,5/26/17,News Article,,,,,,,,,,,,,0,0,0,0
514,Social media submission,,,,,,,,,,,,,,5/26/17,1,2,,,,Note: Portable Purifier Cleans Blue Grass Process Water article,,,,,,,,,,,,,,,,,,,,
515,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clipping I,5/25/17,Digital communications distribution,,35,,30,,,6,6,,,20,,,0,0,0
516,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clipping II,5/25/17,Digital communications distribution,,35,,30,,,6,6,,,20,,,0,0,0
517,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clipping I,5/24/17,Digital communications distribution,,30,,35,,,6,6,,,20,,,0,0,0
518,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clipping II,5/24/17,Digital communications distribution,,35,,30,,,6,6,,,20,,,0,0,0
519,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,news clipping,5/21/17,Digital communications distribution,,35,,30,,,6,6,,,20,,,0,0,0
520,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,Step Out Walk to Stop Diabetes,6/3/17,Information booth/exhibit,,8,,,,,,,,,,,51,0,0,0
521,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,This Month at BGCAPP дус May 2017,5/31/17,Digital communications distribution,,1386,60,30,89,334,12,20,3,,25,168,,0,0,0
522,Individual contact,Team Member 1,5/30/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,Elected official,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Individual contact,Team Member 4,6/2/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Digital communication,Oversight/regulatory agency member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Individual contact,Team Member 1,6/2/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Telephone,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Individual contact,Team Member 2,6/1/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Digital communication,Civic/church group member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,Kentucky Special Olympics Summer Games,6/2/17,Networking event,,3,10,1,1,,1,,,,,,,0,0,0
527,Individual contact,Team Member 4,5/31/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,Emergency management,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,"Program Executive Office, Assembled Chemical Weapons Alternatives (PEO ACWA) Weekly News Distribution",5/30/17,Digital communications distribution,,301,,,,,,2,,,7,,,0,0,0
529,Social media submission,,,,,,,,,,,,,,06/1/2017  - 06/15/2017,9,9,,,,,,,,,,,,,,,,,,,,,,,,
530,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,BGCAPP workforce orientation,6/5/17,Workforce event,,2,,,,,,,,,,,,2,0,0
531,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,BGCAPP workforce orientation,5/22/17,Workforce event,,3,,,,,,,,,,,,3,0,0
532,Social media submission,,,,,,,,,,,,,,6/6/17,1,1,,1,,Note: EBH Drum Rotation,,,,,,,,,,,,,,,,,,,,
533,Social media submission,,,,,,,,,,,,,,5/2/17,1,1,1,,,Note: Medical Facility Training Exercise,,,,,,,,,,,,,,,,,,,,
534,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Blue Grass Chemical Agent-Destruction Pilot Plant (BGCAPP) Talking Points,6/7/17,Digital communications distribution,,,,,,,4,,,,,,,0,0,0
535,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Kentucky Chemical Demilitarization Citizens' Advisory Commission (CAC) and Chemical Destruction Community Advisory Board (CDCAB) Meeting Reminder,6/7/17,Digital communications distribution,,15,,30,,,8,6,,,20,,,0,0,0
536,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,CAC/CDCAB News Release,6/7/17,News release,,10,,30,,,,,,44,,,,0,0,0
537,Individual contact,Team Member 3,6/8/17,"Name LastName, Title ",Outreach event,,Don't know,The stakeholder,Telephone,Civic/church group member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Individual contact,Team Member 1,6/8/17,"Name LastName, Title ",Outreach event,,Yes,The outreach team,Telephone,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Individual contact,Team Member 1,6/8/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,In-person,CAC/CDCAB member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Individual contact,Team Member 4,6/6/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,Emergency management,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Individual contact,Team Member 2,6/2/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,Local school,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Scientists Visit Blue Grass Plant,6/8/17,News Article,,,,,,,,,,,,,0,0,0,0
543,Social media submission,,,,,,,,,,,,,,6/8/17,1,2,,,,Note: Scientists Visit Blue Grass Plant news article,,,,,,,,,,,,,,,,,,,,
544,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Blue Grass Plant Agent Collection System Turned Over to Operations,6/8/17,News Article,,,,,,,,,,,,,0,0,0,0
545,Social media submission,,,,,,,,,,,,,,6/8/17,1,2,,,,Note: Blue Grass Plant Agent Collection System Turned Over to Operations news article,,,,,,,,,,,,,,,,,,,,
546,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,"Program Executive Office, Assembled Chemical Weapons Alternatives (PEO ACWA) Weekly News Distribution",6/5/17,Digital communications distribution,,312,,,,,,2,,,7,,,0,0,0
547,Social media submission,,,,,,,,,,,,,,6/5/17,1,2,1,,,Note: Medical Facility Training Exercise video,,,,,,,,,,,,,,,,,,,,
548,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,Red Cross Community Open House,6/8/17,Networking event,,4,4,,10,,3,2,,,,,,0,0,0
549,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Information Distribution: Kentucky Chemical Demilitarization Citizens' Advisory Commission (CAC) and Chemical Destruction Community Advisory Board (CDCAB) Meeting Rebroadcast,6/15/17,Digital communications distribution,,25,,30,,,6,6,,,6,,,0,0,0
550,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Bluegrass Tomorrow,6/15/17,Tour,,,,,11,,,,,,,,,0,0,0
551,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,CAC/CDCAB,6/14/17,CAC/CDCAB (or subcommittee)/advisory board meeting,,30,,15,,5,3,2,,2,8,,,65,0,0
552,Social media submission,,,,,,,,,,,,,,6/14/17,,,,,1,Note: CAC/CDCAB,,,,,,,,,,,,,,,,,,,,
553,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,CAC/CDCAB Media Advisory,6/14/17,News release,,,,,,,,,,48,,,,0,0,0
554,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,Knights of Pythagoras Dr. Scott T. Ferguson's Summer Enrichment Camp,6/13/17,Education Outreach Event,,,,,,,,,24,,,,,0,0,0
555,Individual contact,Team Member 4,6/16/17,"Name LastName, Title ",Friend/family/coworker/neighbor,,No,The stakeholder,Digital communication,CAC/CDCAB member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Individual contact,Team Member 4,6/15/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Telephone,CAC/CDCAB member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Blue Grass Plant Holds First Public Equipment Auction,6/12/17,News Article,,,,,,,,,,,,,0,0,0,0
558,Social media submission,,,,,,,,,,,,,,6/12/17,1,2,,,,Note: Blue Grass Plant Holds First Public Equipment Auction news article,,,,,,,,,,,,,,,,,,,,
559,Social media submission,,,,,,,,,,,,,,06/16/2017 - 06/30/2017,8,8,,,,,,,,,,,,,,,,,,,,,,,,
560,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clipping _ I,6/14/17,Digital communications distribution,,35,,30,,,6,6,,,15,,,0,0,0
561,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,Blue Grass Chemical Activity (BGCA) Site Assistance Visit,6/22/17,Tour,,3,,,,,,,,,3,,,0,3,3
562,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Bluegrass Regional Homeland Security Council,6/21/17,Briefing/presentation,,2,,,10,,,,,,,,,10,10,10
563,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,GB Sampling Environmental Permitting Public Notifications,6/20/17,Digital communications distribution,,65,,30,3,,12,10,,,18,,,0,0,0
564,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,"Children""s Charity of the Bluegrass",6/19/17,Networking event,,3,10,,20,,,,,2,,,,0,0,0
565,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,New Program Executive Officer Announcement,6/19/17,Digital communications distribution,,65,,30,,,12,10,,,21,,,0,0,0
566,Individual contact,Team Member 4,6/22/17,"Name LastName, Title ",Friend/family/coworker/neighbor,,No,The stakeholder,Digital communication,Emergency management,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Individual contact,Team Member 3,6/21/17,"Name LastName, Title ",Outreach event,,Don't know,The stakeholder,Digital communication,Business,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,Individual contact,Team Member 4,6/21/17,"Name LastName, Title ",Friend/family/coworker/neighbor,,No,The stakeholder,Digital communication,Emergency management,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Individual contact,Team Member 4,6/20/17,"Name LastName, Title ",Outreach event,,No,The outreach team,In-person,CAC/CDCAB member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Blue Grass Laboratory Performs Chemical Interferent Testing,6/19/17,News Article,,,,,,,,,,,,,0,0,0,0
571,Social media submission,,,,,,,,,,,,,,6/19/17,1,2,,,,Note: for Blue Grass Laboratory Performs Chemical Interferent Testing news article,,,,,,,,,,,,,,,,,,,,
572,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Blue Grass Plant Leader Outlines Systemization Focus,6/22/17,News Article,,,,,,,,,,,,,0,0,0,0
573,Social media submission,,,,,,,,,,,,,,6/22/17,1,2,,,,Note: for Blue Grass Plant Leader Outlines Systemization Focus news article,,,,,,,,,,,,,,,,,,,,
574,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Kentucky CSEPP Integrated Process Team,6/20/17,Briefing/presentation,,,,,,,,12,,,,,,0,0,0
575,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,"Program Executive Office, Assembled Chemical Weapons Alternatives (PEO ACWA) Weekly News Distribution",6/19/17,Digital communications distribution,,301,,,,,,2,,,7,,,0,0,0
576,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,GB Sampling Permit Modification Request Submittal - Lexington Herald-Leader,6/20/17,Advertisement,,,,,,,,,,0,,,,0,0,0
577,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,GB Sampling Permit Modification Request Submittal - Berea Citizen,6/20/17,Advertisement,,,,,,,,,,0,,,,0,0,0
578,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,GB Sampling Permit Modification Request Submittal - The Richmond Register,6/20/17,Advertisement,,,,,,,,,,0,,,,0,0,0
579,Social media submission,,,,,,,,,,,,,,6/22/17,1,1,,1,,Note: for Workers Perform Caustic Leak Drill at Kentucky Plant video,,,,,,,,,,,,,,,,,,,,
580,Social media submission,,,,,,,,,,,,,,6/22/17,1,1,,1,,Note: for Kentucky Team Tests Rocket Shear Machine video,,,,,,,,,,,,,,,,,,,,
581,Social media submission,,,,,,,,,,,,,,6/20/17,2,2,,,,Note: for  GB Sampling permit modification request,,,,,,,,,,,,,,,,,,,,
582,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clipping,6/22/17,Digital communications distribution,,35,,30,,,6,6,,,12,,,0,0,0
583,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clipping,6/19/17,Digital communications distribution,,35,,30,,,6,6,,,12,,,0,0,0
584,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,News clipping,6/16/17,Digital communications distribution,,35,,30,,,6,6,,,12,,,0,0,0
585,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,TSCA Permit notification,6/28/17,Advertisement,,,,,,,,,,5,,,,0,0,0
586,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,Blue Grass Bulletin newsletter,6/28/17,Digital communications distribution,,910,,,,,,,,,,,6,0,0,0
587,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,BGCAPP new employee orientation,6/26/17,Workforce event,,4,,,,,,,,,,,,4,0,0
588,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,This Month at BGCAPP дус June 2017,6/30/17,Digital communications distribution,,1394,59,30,268,341,8,15,3,,25,117,,0,0,0
589,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Secondary Waste Working Group Memorandum for Record,6/26/17,Digital communications distribution,,16,,,,,,,,,,,,0,0,0
590,Individual contact,Team Member 4,6/30/17,"Name LastName, Title ",Outreach event,,No,The stakeholder,Digital communication,Elected official,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Individual contact,Team Member 4,6/27/17,"Name LastName, Title ",Outreach event,,No,The outreach team,Digital communication,Oversight/regulatory agency member,,N/A,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Event or information distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Personnel Prepare for Blue Grass Filter-Bank Detector Test,6/28/17,News Article,,,,,,,,,,,,,0,0,0,0
