Response ID,Select which type of data to enter:,Outreach team member:,Date of contact:,Stakeholder's name and title:,How did they hear about the program?,Other (please specify):How did they hear about the program?,Is this stakeholder a new contact?,Who initiated the contact?,Method of interaction:,Stakeholder type:,Other (please specify)::Stakeholder type:,Was a feedback form distributed?:Complete the following:,Did the stakeholder request information?:Complete the following:,Was the stakeholder given program materials during the interaction?:Complete the following:,Date range of submission(s):,Facebook posts:Number of social media postings submitted:,Tweets:Number of social media postings submitted:,Full-length videos:Number of social media postings submitted:,Digital shorts:Number of social media postings submitted:,Livestreaming:Number of social media postings submitted:,Name of video (if applicable):,Outreach team member:,Name of event or distribution:,Date of event or distribution:,Event or distribution type:,Other (please specify):Event or distribution type:,Business & economic development group members:Number of participants:,CAC/Working Group members:Number of participants:,Citizen board/commission members:Number of participants:,Community advocacy/Non-profit:Number of participants:,Elected and Government-appointed officials:Number of participants:,Emergency management:Number of participants:,Community members:Number of participants:,Education community:Number of participants:,Media:Number of participants:,Oversight/regulatory agency members:Number of participants:,Workforce:Number of participants:,Other:Number of participants:,Number:Information packets distributed:Complete the following:,Number:Feedback forms distributed:Complete the following:,Number:Feedback forms collected:Complete the following:
483,Social media posting submission,,,,,,,,,,,,,,4/15/17,1,2,,,,,,,,,,,,,,,,,,,,,,,,
484,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,news article: Bioreactor Seeding Launches Biotreatment Activities at Pueblo Plant,4/21/17,News article,,,,,,,,,,,,,0,0,0,0
485,Social media posting submission,,,,,,,,,,,,,,4/21/17,1,2,,,,,,,,,,,,,,,,,,,,,,,,
486,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,information booth: Boy Scouts Fair,4/22/17,Information booth/exhibit,,,,,,,,70,,,,,,30,0,0
487,Social media posting submission,,,,,,,,,,,,,,4/21/17,1,1,,,,,,,,,,,,,,,,,,,,,,,,
488,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,CAC Meeting,4/26/17,CAC (or CAC subcommittee)/advisory board meeting,,1,5,,,,3,7,,,3,14,,0,0,0
489,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,PWG Meeting,4/26/17,CAC (or CAC subcommittee)/advisory board meeting,,,,5,,,,2,,,4,7,,0,0,0
490,Social media posting submission,,,,,,,,,,,,,,4/26/17,,,,,1,CAC Meeting,,,,,,,,,,,,,,,,,,,,
491,Individual contact,Team Member 2,4/5/17,"name lastname, titles",Friend/family/coworker/neighbor,,Yes,The stakeholder,Outreach office visitor/walk-in,Local community member,,N/A,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Individual contact,Team Member 2,4/7/17,"name lastname, titles",Friend/family/coworker/neighbor,,Yes,The stakeholder,Outreach office visitor/walk-in,Local community member,,N/A,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Individual contact,Team Member 4,4/7/17,"name lastname, titles",Friend/family/coworker/neighbor,,Yes,The stakeholder,Outreach office visitor/walk-in,Local community member,,N/A,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Individual contact,Team Member 2,4/28/17,"name lastname, titles",Advertisement,,Yes,The stakeholder,In-person,Local community member,,N/A,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Weekly Report,5/1/17,Digital communications distribution,,,2,,,,3,,,,8,36,,0,0,0
496,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,4/24/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
497,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,4/25/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
498,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,4/26/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
499,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,4/27/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
500,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,CAC Live Stream Video,04/27/20107,CAC (or CAC subcommittee)/advisory board meeting,,,9,,,,2,,,,,14,,0,0,0
502,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,News Clipping,4/27/17,Digital communications distribution,,,1,,,1,4,,,,15,44,,0,0,0
503,Social media posting submission,,,,,,,,,,,,,,04/01/2017-04/15/2017,10,10,,,,,,,,,,,,,,,,,,,,,,,,
504,Social media posting submission,,,,,,,,,,,,,,04/16/2017-04/30/2017,17,6,,,,,,,,,,,,,,,,,,,,,,,,
505,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,This Month at PCAPP: April 2017,4/28/17,Digital communications distribution,,75,8,45,45,25,45,627,6,6,45,1103,,0,0,0
506,Social media posting submission,,,,,,,,,,,,,,05/16/2017-05/31/2017,12,12,,,,,,,,,,,,,,,,,,,,,,,,
507,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Pueblo Cooperative Care Center Board Meeting,4/27/17,Networking event,,2,,,7,,,,,,,1,,0,0,0
508,Individual contact,Team Member 1,4/25/17,"name lastname, titles",Don't know - did not ask,,No,The stakeholder,Digital communication,Media,,No,Yes,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,New Hire Welcome Message,4/10/17,Workforce event,,,,,,,,,,,,1,,1,0,0
510,Individual contact,Team Member 1,4/11/17,"name lastname, titles",Don't know - did not ask,,No,The outreach team,Digital communication,Oversight/regulatory agency member,,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Individual contact,Team Member 1,4/12/17,"name lastname, titles",Don't know - did not ask,,No,The outreach team,Digital communication,CAC member,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,CSU-Pueblo Thundergals Luncheon,4/20/17,Networking event,,79,,,,,,10,30,,,1,,0,0,0
513,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,CASA of Pueblo Light of Hope Luncheon,4/18/17,Networking event,,329,,,150,5,,,10,,,6,,0,0,0
514,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,BBC Tour,4/17/17,Media event,,,,,,,,,,1,,4,,1,0,0
515,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,CSU-Pueblo Alumni Associaiton Board of Directors Meeting,4/7/17,Networking event,,3,,,,,,,4,,,1,,0,0,0
516,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Sonrise Bucket Kids Tour,4/7/17,Tour,,,,,,,,10,,,,3,,0,0,0
517,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Southern Colorado Press Club Annual Sheepdip Event,4/6/17,Networking event,,83,,,20,,,36,,5,,1,,0,0,0
518,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Maj. Gen. Christopher Coates Tour,4/5/17,Tour,,,,,,,,,,,,5,3,0,0,0
519,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,New Hire Welcome Message,4/5/17,Workforce event,,,,,,,,,,,,1,,1,0,0
520,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Pueblo Plant Considers Off-Site Shipment of Wastewater,5/2/17,News article,,,,,,,,,,,,,0,0,0,0
521,Social media posting submission,,,,,,,,,,,,,,5/2/17,1,2,,,,,,,,,,,,,,,,,,,,,,,,
523,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 5,Pueblo Lions Club PCAPP Update,5/4/17,Briefing/update,,,,,,,,23,,,,,,23,23,8
524,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Weekly Report,5/15/17,Digital communications distribution,,,2,,,,3,,,,8,36,,0,0,0
525,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,5/8/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
526,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,5/9/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
527,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,5/10/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
528,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,5/11/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
529,Individual contact,Team Member 4,5/10/17,"name lastname, titles",Other (please specify),Previous Email from ORO,No,The outreach team,Digital communication,Media,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,new article: Wastewater Introduced into Pueblo Plant Biotreatment System,5/3/17,News article,,,,,,,,,,,,,0,0,0,0
531,Social media posting submission,,,,,,,,,,,,,,5/3/17,1,2,,,,,,,,,,,,,,,,,,,,,,,,
532,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,Information booth: Dream Big Movie Screening,5/10/17,Information booth/exhibit,,,,,,,,30,,,,10,,10,0,0
533,Individual contact,Team Member 3,5/8/17,"name lastname, titles",Outreach event,,No,The stakeholder,Telephone,Elected official,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,news article: Neutralization Effective in Destroying Chemical Agent,5/11/17,News article,,,,,,,,,,,,,0,0,0,0
535,Social media posting submission,,,,,,,,,,,,,,5/11/17,1,2,,,,,,,,,,,,,,,,,,,,,,,,
536,Social media posting submission,,,,,,,,,,,,,,06/01/2017-06/15/2017,14,14,,,,,,,,,,,,,,,,,,,,,,,,
537,Individual contact,Team Member 3,5/3/17,"name lastname, titles",Outreach event,,Yes,The outreach team,In-person,Elected official,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,CSEPP Exercise,5/3/17,CSEPP exercise,,,1,,,1,10,,,2,2,7,,0,0,0
539,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 6,"Education Outreach: Central High School (Dream Big), 1",5/9/17,Education outreach event,,,,,,,,,26,,,,,0,0,0
540,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 6,"Education Outreach: Central High School (Dream Big), 2",5/9/17,Education outreach event,,,,,,,,,26,,,,,0,0,0
541,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 6,"Education Outreach: Central High School (Dream Big), 3",5/9/17,Education outreach event,,,,,,,,,26,,,,,0,0,0
542,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 6,"Education Outreach: Central High School (Dream Big), 4",5/9/17,Education outreach event,,,,,,,,,26,,,,,0,0,0
543,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 6,"Education Outreach: Central High School (Dream Big), 5",5/9/17,Education outreach event,,,,,,,,,26,,,,,0,0,0
544,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 6,"Education Outreach: Central High School (Dream Big), 6",5/9/17,Education outreach event,,,,,,,,,26,,,,,0,0,0
545,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Weekly Report,5/22/17,Digital communications distribution,,,2,,,,3,,,,8,36,,0,0,0
546,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,5/15/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
547,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,5/16/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
548,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,5/17/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
549,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,5/18/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
551,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Weekly Report,5/30/17,Digital communications distribution,,,2,,,,3,,,,8,36,,0,0,0
552,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,5/22/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
553,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,5/23/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
554,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,5/24/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
555,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,5/25/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
556,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,PCD 75th Anniversary Celebration,5/25/17,Networking event,,,3,,,,,180,,3,,14,,0,0,0
557,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,CSU-Pueblo Gala,5/20/17,Networking event,,299,,,,,,,200,,,1,,0,0,0
558,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,United Way Annual Meeting,5/15/17,Networking event,,141,,,150,,,,,,,9,,0,0,0
559,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Southern Colorado Press Club Monthly Membership Meeting,5/9/17,Networking event,,32,,,,,,,1,2,,1,,0,0,0
560,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Tour for Knights of Columbus,5/4/17,Tour,,8,,,,,,,,,,,,0,0,0
561,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,CSU-Pueblo Alumni Associaiton Board of Directors Meeting,5/4/17,Networking event,,5,,,1,,,2,3,,,1,,0,0,0
562,Social media posting submission,,,,,,,,,,,,,,5/31/17,,,,,1,May 2017 CAC,,,,,,,,,,,,,,,,,,,,
563,Social media posting submission,,,,,,,,,,,,,,6/1/17,1,1,,1,,PCD 75th Anniversary - Event,,,,,,,,,,,,,,,,,,,,
564,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,PWG/BUG,6/1/17,CAC (or CAC subcommittee)/advisory board meeting,,,3,,,,,2,,,1,12,,0,0,0
565,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,news article: Pueblo Plant Successfully Treating Hydrolysate,5/24/17,News article,,,,,,,,,,,,,0,0,0,0
566,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,This Month at PCAPP: May 2017,5/31/17,Digital communications distribution,,75,8,45,45,25,45,627,6,6,45,1109,,0,0,0
567,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,CAC Meeting,5/31/17,CAC (or CAC subcommittee)/advisory board meeting,,4,7,,,,5,3,,,2,9,,0,0,0
568,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,news article: Pueblo Plant Water Recovery System Proving Successful,6/1/17,News article,,,,,,,,,,,,,0,0,0,0
569,Social media posting submission,,,,,,,,,,,,,,5/23/17,1,2,,,,,,,,,,,,,,,,,,,,,,,,
570,Social media posting submission,,,,,,,,,,,,,,6/1/17,1,2,,,,,,,,,,,,,,,,,,,,,,,,
572,Social media posting submission,,,,,,,,,,,,,,06/16/2017-06/30/2017,11,11,,,,,,,,,,,,,,,,,,,,,,,,
573,Individual contact,Team Member 2,5/4/17,"name lastname, titles",Friend/family/coworker/neighbor,,Yes,The stakeholder,In-person,Community advisory group member,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Individual contact,Team Member 2,5/3/17,"name lastname, titles",Don't know - did not ask,,No,The stakeholder,Telephone,Emergency management,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,News Clipping,5/5/17,Digital communications distribution,,,1,,,1,4,,,,16,45,,0,0,0
576,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,News Clipping,5/3/17,Digital communications distribution,,,1,,,1,4,,,,16,45,,0,0,0
577,Individual contact,Team Member 2,5/11/17,"name lastname, titles",Don't know - did not ask,,Don't know,The stakeholder,Outreach office visitor/walk-in,Local community member,,N/A,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,News Clipping,5/11/17,Digital communications distribution,,,1,,,1,4,,,,16,45,,0,0,0
579,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,American Medical Response Safety Jam,5/20/17,Information booth/exhibit,,,,,,,,300,,,,,,300,0,0
580,Individual contact,Team Member 2,5/24/17,"name lastname, titles",Don't know - did not ask,,Don't know,The stakeholder,Outreach office visitor/walk-in,Local community member,,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Individual contact,Team Member 2,5/25/17,"name lastname, titles",Friend/family/coworker/neighbor,,No,The stakeholder,In-person,Elected official,,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,PCD 75th Anniversary Celebration,5/25/17,Information booth/exhibit,,8,,,,2,5,40,,,,,,55,0,0
584,Individual contact,Team Member 2,5/24/17,"name lastname, titles",Connect e-newsletter,,Don't know,The outreach team,Digital communication,Local community member,,No,Yes,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,News Clipping,5/25/17,Digital communications distribution,,,1,,,1,4,,,,16,45,,0,0,0
586,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 2,News Clipping,5/27/17,Digital communications distribution,,,1,,,1,4,,,,16,45,,0,0,0
587,Individual contact,Team Member 2,4/14/17,"name lastname, titles",Friend/family/coworker/neighbor,,Yes,The stakeholder,Outreach office visitor/walk-in,Local community member,,N/A,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Individual contact,Team Member 2,5/23/17,"name lastname, titles",Don't know - did not ask,,No,The stakeholder,Outreach office visitor/walk-in,Local community member,,N/A,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Individual contact,Team Member 2,5/26/17,"name lastname, titles",Friend/family/coworker/neighbor,,Yes,The stakeholder,Outreach office visitor/walk-in,Local community member,,N/A,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Individual contact,Team Member 2,5/30/17,"name lastname, titles",Friend/family/coworker/neighbor,,Yes,The stakeholder,Outreach office visitor/walk-in,Local community member,,N/A,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Weekly Report,6/5/17,Digital communications distribution,,,2,,,,3,,,,8,36,,0,0,0
592,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,5/30/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
593,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,5/31/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
594,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,6/1/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
595,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Weekly Report,5/8/17,Digital communications distribution,,,2,,,,3,,,,8,36,,0,0,0
596,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Weekly Report,5/1/17,Digital communications distribution,,,2,,,,3,,,,8,36,,0,0,0
597,Social media posting submission,,,,,,,,,,,,,,5/25/17,1,1,,1,,Congratulations to the Pueblo Chemical Depot - 75th Anniversary_Final,,,,,,,,,,,,,,,,,,,,
598,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Weekly Report,6/12/17,Digital communications distribution,,,2,,,,3,,,,8,35,,0,0,0
599,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,6/5/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
600,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,6/6/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
601,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,6/7/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
602,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,6/8/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
603,Social media posting submission,,,,,,,,,,,,,,6/9/17,3,3,,,,,,,,,,,,,,,,,,,,,,,,
604,Social media posting submission,,,,,,,,,,,,,,07/01/2017-07/15/2017,8,8,,,,,,,,,,,,,,,,,,,,,,,,
605,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,news article: Strict Guidelines for Pueblo Plant Secondary Wastes Provide Safety,6/21/17,News article,,,,,,,,,,,,,0,0,0,0
606,Social media posting submission,,,,,,,,,,,,,,6/21/17,1,2,,,,,,,,,,,,,,,,,,,,,,,,
607,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,news article: Salt Cake Shipment Signifies Complete Plant Cycle,6/21/17,News release,,,,,,,,,,,,,0,0,0,0
608,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,news article: Colorado Plant Achieves Munition Processing Milestone,6/22/17,News article,,,,,,,,,,,,,0,0,0,0
609,Social media posting submission,,,,,,,,,,,,,,6/22/17,1,2,,,,,,,,,,,,,,,,,,,,,,,,
610,Social media posting submission,,,,,,,,,,,,,,6/23/17,1,2,,,,,,,,,,,,,,,,,,,,,,,,
611,Individual contact,Team Member 1,6/5/17,"name lastname, titles",Don't know - did not ask,,No,The outreach team,Digital communication,CAC member,,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Board of Pueblo County Commissioners Work Session,6/12/17,Public meeting,,,1,,,3,,,,,,3,,0,0,0
613,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Permit Mod Public Meetings,5/31/17,Public meeting,,,,,,,,2,,,5,13,,0,0,0
614,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,New Site Worker Fact Sheet Distribution,6/21/17,Workforce event,,,,,,,,,,,,3,,3,0,0
615,Individual contact,Team Member 1,6/21/17,"name lastname, titles",Don't know - did not ask,,No,The outreach team,Digital communication,CAC member,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Individual contact,Team Member 1,6/21/17,"name lastname, titles",Don't know - did not ask,,No,The stakeholder,Digital communication,Media,,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Weekly Report,6/19/17,Digital communications distribution,,,2,,,,3,,,,8,36,,0,0,0
618,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Weekly Report,6/26/17,Digital communications distribution,,,2,,,,3,,,,8,36,,0,0,0
619,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,6/12/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
620,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,6/13/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
621,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,6/14/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
622,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,6/15/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
623,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,6/19/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
624,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,6/20/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
625,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,6/20/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
626,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,6/21/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
627,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,6/22/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
628,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,this Month at PCAPP: June 2017,6/30/17,Digital communications distribution,,75,8,45,45,25,45,628,6,6,45,1109,,0,0,0
629,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,CAC Live Stream Links,6/29/17,Digital communications distribution,,,5,,,,2,,,,5,16,,0,0,0
630,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 3,CAC Meeting,6/28/17,CAC (or CAC subcommittee)/advisory board meeting,,2,7,,,,10,4,,,4,18,,0,0,0
631,Social media posting submission,,,,,,,,,,,,,,07/16/2017-07/31/2017,10,10,,,,,,,,,,,,,,,,,,,,,,,,
633,Social media posting submission,,,,,,,,,,,,,,6/28/17,,,,,1,CAC June Meeting,,,,,,,,,,,,,,,,,,,,
634,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,6/26/17,Workforce event,,,,,,,,,,,,,1300,0,0,0
635,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,6/27/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
636,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,6/28/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
637,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,6/29/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
638,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Weekly Report,7/3/17,Digital communications distribution,,,2,,,,3,,,,8,36,,0,0,0
639,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,New PCAPP workers,6/21/17,Workforce event,,,,,,,,,,,,3,,3,0,0
640,Individual contact,Team Member 1,6/22/17,"name lastname, titles",Don't know - did not ask,,No,The outreach team,Digital communication,CAC member,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Individual contact,Team Member 1,7/21/17,"name lastname, titles",Don't know - did not ask,,No,The stakeholder,Digital communication,Media,,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 6,Steel Works Summer Science Camp,6/29/17,Education outreach event,,,,,,,,,18,,,,,1,0,0
643,Social media posting submission,,,,,,,,,,,,,,7/6/17,1,1,,1,,Pueblo Chemical Depot Welcomes New Commander,,,,,,,,,,,,,,,,,,,,
644,Social media posting submission,,,,,,,,,,,,,,7/6/17,1,1,,1,,New Pueblo Chemical Depot Commander Introduced to Colorado Panel,,,,,,,,,,,,,,,,,,,,
645,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 4,Weekly Report,7/10/17,Digital communications distribution,,,2,,,,3,,,,8,36,,0,0,0
646,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,7/5/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
647,Event or distribution,,,,,,,,,,,,,,,,,,,,,Team Member 1,Communicator,7/6/17,Workforce event,,,,,,,,,,,,1300,,0,0,0
648,Individual contact,Team Member 5,7/13/17,"name lastname, titles",Don't know - did not ask,,No,The outreach team,In-person,CAC member,,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Social media posting submission,,,,,,,,,,,,,,08/01/2017-08/15/2017,8,8,,,,,,,,,,,,,,,,,,,,,,,,
